From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
CAB13794.2	O34363	reviewed	YOBN_BACSU	Putative L-amino-acid oxidase YobN (EC 1.4.3.2)	yobN BSU19020	Bacillus subtilis (strain 168)	478
CAB13795.1	O34433	reviewed	YOBO_BACSU	Putative phage-related protein YobO	yobO BSU19030	Bacillus subtilis (strain 168)	806
CAB13796.1	P37584	reviewed	CSAA_BACSU	Probable chaperone CsaA	csaA BSU19040	Bacillus subtilis (strain 168)	110
CAB13797.1	O34901	reviewed	YOBQ_BACSU	Uncharacterized HTH-type transcriptional regulator YobQ	yobQ BSU19050	Bacillus subtilis (strain 168)	241
CAB13798.1	O34376	reviewed	YOBR_BACSU	Uncharacterized N-acetyltransferase YobR (EC 2.3.1.-)	yobR BSU19060	Bacillus subtilis (strain 168)	247
CAB13799.1	O34892	reviewed	YOBS_BACSU	Uncharacterized HTH-type transcriptional regulator YobS	yobS BSU19070	Bacillus subtilis (strain 168)	191
CAB13800.1	O34910	reviewed	YOBT_BACSU	Uncharacterized protein YobT (EC 3.-.-.-)	yobT BSU19080	Bacillus subtilis (strain 168)	233
CAB13801.1	O34637	reviewed	YOBU_BACSU	Putative transcriptional regulator protein YobU	yobU BSU19090	Bacillus subtilis (strain 168)	160
CAB13802.1	O34920	reviewed	YOBV_BACSU	Uncharacterized HTH-type transcriptional regulator YobV	yobV BSU19100	Bacillus subtilis (strain 168)	313
CAB13803.1	P94497	reviewed	CSK22_BACSU	Protein csk22	csk22 yobW BSU19110	Bacillus subtilis (strain 168)	181
CAB13804.1	O31844	reviewed	CZRA_BACSU	HTH-type transcriptional repressor CzrA	czrA yozA BSU19120	Bacillus subtilis (strain 168)	107
CAB13805.1	O34636	reviewed	YOCA_BACSU	Uncharacterized membrane protein YocA	yocA BSU19130	Bacillus subtilis (strain 168)	225
CAB13806.1	O31845	reviewed	YOZB_BACSU	Uncharacterized membrane protein YozB	yozB BSU19140	Bacillus subtilis (strain 168)	178
CAB13807.1	O34516	reviewed	YOCB_BACSU	Uncharacterized protein YocB	yocB BSU19150	Bacillus subtilis (strain 168)	260
CAB13808.1	O35042	reviewed	YOCC_BACSU	Uncharacterized protein YocC	yocC BSU19160	Bacillus subtilis (strain 168)	165
CAB13809.1	O35046	reviewed	YOCD_BACSU	Putative carboxypeptidase YocD (EC 3.4.16.-)	yocD BSU19170	Bacillus subtilis (strain 168)	325
CAB13810.1	O34653	reviewed	DES_BACSU	Fatty acid desaturase (EC 1.14.19.-) (Delta(5) acyl-lipid desaturase) (Delta(5) desaturase)	des desA yocE BSU19180	Bacillus subtilis (strain 168)	352
CAB13811.1	O34757	reviewed	DESK_BACSU	Sensor histidine kinase DesK (EC 2.7.13.3)	desK yocF BSU19190	Bacillus subtilis (strain 168)	370
CAB13812.1	O34723	reviewed	DESR_BACSU	Transcriptional regulatory protein DesR	desR yocG BSU19200	Bacillus subtilis (strain 168)	199
CAB13813.1	O34669	reviewed	YOCH_BACSU	Cell wall-binding protein YocH	yocH BSU19210	Bacillus subtilis (strain 168)	287
CAB13814.1	O34748	reviewed	RECQ_BACSU	Probable ATP-dependent DNA helicase RecQ (EC 3.6.4.12)	recQ yocI BSU19220	Bacillus subtilis (strain 168)	591
CAB13815.1	O35022	reviewed	AZOR1_BACSU	FMN-dependent NADH:quinone oxidoreductase 1 (EC 1.6.5.-) (Azo-dye reductase 1) (FMN-dependent NADH-azo compound oxidoreductase 1) (FMN-dependent NADH-azoreductase 1) (EC 1.7.1.17)	azoR1 yocJ BSU19230	Bacillus subtilis (strain 168)	208
CAB13816.2	P80872	reviewed	G16O_BACSU	General stress protein 16O (GSP16O)	yocK BSU19240	Bacillus subtilis (strain 168)	163
CAB13817.1	O34976	reviewed	YOCL_BACSU	Uncharacterized protein YocL	yocL BSU19250	Bacillus subtilis (strain 168)	110
CAX52637.1	C0H429	reviewed	YOYB_BACSU	Uncharacterized protein YoyB	yoyB BSU19259	Bacillus subtilis (strain 168)	75
CAB13818.1	O34321	reviewed	SLTSR_BACSU	Salt stress-responsive protein YocM	yocM BSU19260	Bacillus subtilis (strain 168)	158
CAB13819.1	O31846	reviewed	YOZN_BACSU	Uncharacterized protein YozN	yozN BSU19270	Bacillus subtilis (strain 168)	87
CAB13820.1	O34855	reviewed	YOCN_BACSU	Uncharacterized protein YocN	yocN BSU19280	Bacillus subtilis (strain 168)	77
CAB13821.1	O31847	reviewed	YOZO_BACSU	Uncharacterized protein YozO	yozO BSU19290	Bacillus subtilis (strain 168)	114
CAB13822.1	O31848	reviewed	YOZC_BACSU	Uncharacterized protein YozC	yozC BSU19300	Bacillus subtilis (strain 168)	67
CAB13823.1	O34660	reviewed	ALDH4_BACSU	Putative aldehyde dehydrogenase DhaS (EC 1.2.1.3)	dhaS BSU19310	Bacillus subtilis (strain 168)	495
CAB13824.2	Q796C3	reviewed	SQHC_BACSU	Sporulenol synthase (EC 4.2.1.137) (Tetraprenyl-beta-curcumene cyclase)	sqhC BSU19320	Bacillus subtilis (strain 168)	632
CAB13825.1	O35023	reviewed	SODF_BACSU	Probable superoxide dismutase [Fe] (EC 1.15.1.1)	sodF BSU19330	Bacillus subtilis (strain 168)	281
CAB13826.1	O34383	reviewed	YOCR_BACSU	Uncharacterized sodium-dependent transporter YocR	yocR BSU19340	Bacillus subtilis (strain 168)	445
CAB13827.1	O34524	reviewed	YOCS_BACSU	Uncharacterized sodium-dependent transporter YocS	yocS BSU19350	Bacillus subtilis (strain 168)	321
CAB13828.2	P16263	reviewed	ODO2_BACSU	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	odhB citM BSU19360	Bacillus subtilis (strain 168)	417
CAB13829.3	P23129	reviewed	ODO1_BACSU	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)	odhA citK BSU19370	Bacillus subtilis (strain 168)	944
CAB13830.2	O31849	reviewed	YOJO_BACSU	Uncharacterized protein YojO	yojO BSU19380	Bacillus subtilis (strain 168)	638
CAB13831.1	O31850	reviewed	YOJN_BACSU	Uncharacterized protein YojN	yojN BSU19390	Bacillus subtilis (strain 168)	304
CAB13832.1	O31851	reviewed	YOJM_BACSU	Superoxide dismutase-like protein YojM	yojM BSU19400	Bacillus subtilis (strain 168)	196
CAB13833.1	O31852	reviewed	CWLS_BACSU	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS (EC 3.4.19.11) (Cell wall lytic enzyme associated with cell separation)	cwlS yojL BSU19410	Bacillus subtilis (strain 168)	414
CAB13834.2	O31853	reviewed	YOJK_BACSU	Uncharacterized UDP-glucosyltransferase YojK (EC 2.4.1.-)	yojK BSU19420	Bacillus subtilis (strain 168)	405
CAB13835.3	O31854	reviewed	CDAS_BACSU	Cyclic di-AMP synthase CdaS (c-di-AMP synthase) (EC 2.7.7.85) (Diadenylate cyclase) (DAC)	cdaS dacB yojJ BSU19430	Bacillus subtilis (strain 168)	207
CAB13836.1	O31855	reviewed	NORM_BACSU	Probable multidrug resistance protein NorM (Multidrug-efflux transporter)	norM yojI BSU19440	Bacillus subtilis (strain 168)	452
CAB13837.1	O31856	reviewed	RSBRC_BACSU	RsbT co-antagonist protein RsbRC (Stressosome protein RsbRC)	rsbRC yojH BSU19450	Bacillus subtilis (strain 168)	282
CAB13838.2	O31857	reviewed	BSHB2_BACSU	Probable N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2 (GlcNAc-Mal deacetylase 2) (EC 3.5.1.-)	bshB2 yojG BSU19460	Bacillus subtilis (strain 168)	221
CAB13839.1	O31858	reviewed	YOJF_BACSU	Uncharacterized protein YojF	yojF BSU19470	Bacillus subtilis (strain 168)	116
CAX52638.1	O68260	reviewed	YOYC_BACSU	Uncharacterized protein YoyC	yoyC yojE BSU19479	Bacillus subtilis (strain 168)	92
CAB13840.2	O31859	reviewed	YOJE_BACSU	Uncharacterized transporter YojE	yojE yojD BSU19480	Bacillus subtilis (strain 168)	298
CAE01457.1	Q7WY67	reviewed	GERT_BACSU	Spore germination protein GerT	gerT yozR BSU19490	Bacillus subtilis (strain 168)	157
CAB13842.1	O31861	reviewed	YOJB_BACSU	Uncharacterized protein YojB	yojB BSU19510	Bacillus subtilis (strain 168)	78
CAB13843.1	O31862	reviewed	YOJA_BACSU	Uncharacterized permease YojA	yojA BSU19520	Bacillus subtilis (strain 168)	444
CAB13844.1	O34882	reviewed	YOLI_BACSU	Probable tautomerase YolI (EC 5.3.2.-)	yolI yodA BSU19530	Bacillus subtilis (strain 168)	129
CAB13845.1	O34844	reviewed	YODB_BACSU	HTH-type transcriptional regulator YodB	yodB BSU19540	Bacillus subtilis (strain 168)	112
CAB13846.1	P81102	reviewed	YODC_BACSU	Putative NAD(P)H nitroreductase YodC (EC 1.-.-.-)	yodC yolG BSU19550	Bacillus subtilis (strain 168)	202
CAB13847.1	O34842	reviewed	MHQD_BACSU	Putative hydrolase MhqD (EC 3.1.-.-)	mhqD yodD yolF BSU19560	Bacillus subtilis (strain 168)	200
CAB13848.1	O34543	reviewed	MHQE_BACSU	Putative ring-cleaving dioxygenase MhqE (EC 1.13.11.-)	mhqE yodE BSU19570	Bacillus subtilis (strain 168)	303
CAX52639.1	C0H431	reviewed	YOYD_BACSU	Uncharacterized membrane protein YoyD	yoyD BSU19579	Bacillus subtilis (strain 168)	66
CAB13849.1	O34745	reviewed	YODF_BACSU	Uncharacterized symporter YodF	yodF BSU19580	Bacillus subtilis (strain 168)	496
CAB13850.1	O34666	reviewed	CTPA_BACSU	Carboxy-terminal processing protease CtpA (C-terminal processing protease) (EC 3.4.21.102)	ctpA orfRM1 BSU19590	Bacillus subtilis (strain 168)	466
CAB13851.1	O34954	reviewed	YODH_BACSU	Uncharacterized methyltransferase YodH (EC 2.1.1.-)	yodH yolB BSU19600	Bacillus subtilis (strain 168)	233
CAB13852.1	O34654	reviewed	YODI_BACSU	Uncharacterized protein YodI	yodI yolA BSU19610	Bacillus subtilis (strain 168)	83
CAB13853.1	O34866	reviewed	YODJ_BACSU	Putative carboxypeptidase YodJ (EC 3.4.-.-)	yodJ yokZ BSU19620	Bacillus subtilis (strain 168)	273
CAB13854.1	O34925	reviewed	DEOD_BACSU	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1) (Purine nucleoside phosphorylase II) (PU-NPase II)	deoD punB BSU19630	Bacillus subtilis (strain 168)	233
CAX52640.1	C0H432	reviewed	YOYE_BACSU	Uncharacterized protein YoyE	yoyE BSU19639	Bacillus subtilis (strain 168)	41
CAB13855.2	O30472	reviewed	YODL_BACSU	Uncharacterized protein YodL	yodL yokX BSU19640	Bacillus subtilis (strain 168)	104
CAB13856.1	O34349	reviewed	PGPB_BACSU	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	pgpB yodM BSU19650	Bacillus subtilis (strain 168)	203
CAB13857.1	O31863	reviewed	YOZD_BACSU	Uncharacterized protein YozD	yozD BSU19660	Bacillus subtilis (strain 168)	58
CAX52641.1	C0H433	reviewed	YOYF_BACSU	Uncharacterized membrane protein YoyF	yoyF BSU19669	Bacillus subtilis (strain 168)	47
CAB13858.1	O34414	reviewed	YODN_BACSU	Uncharacterized protein YodN	yodN yokV BSU19670	Bacillus subtilis (strain 168)	226
CAB13859.1	O31864	reviewed	YOZE_BACSU	UPF0346 protein YozE	yozE BSU19680	Bacillus subtilis (strain 168)	74
CAX52642.1	C0H434	reviewed	YOKU_BACSU	Uncharacterized protein YokU	yokU BSU19689	Bacillus subtilis (strain 168)	92
CAB13860.1	O34676	reviewed	KAMA_BACSU	L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.2) (KAM)	kamA BSU19690	Bacillus subtilis (strain 168)	471
CAB13861.1	O34895	reviewed	YODP_BACSU	N-acetyltransferase YodP (EC 2.3.1.-) (Beta-lysine N(6)-acetyltransferase) (EC 2.3.1.264)	yodP yokR BSU19700	Bacillus subtilis (strain 168)	275
CAB13862.1	O34984	reviewed	YODQ_BACSU	Uncharacterized metallohydrolase YodQ (EC 3.-.-.-)	yodQ argE yokP BSU19710	Bacillus subtilis (strain 168)	436
CAB13863.1	O34466	reviewed	YODR_BACSU	Probable coenzyme A transferase subunit beta (EC 2.8.3.-) (Probable CoA-transferase subunit beta)	yodR yokO BSU19720	Bacillus subtilis (strain 168)	217
CAB13864.1	O34317	reviewed	YODS_BACSU	Probable coenzyme A transferase subunit alpha (EC 2.8.3.-) (Probable CoA-transferase subunit alpha)	yodS yokN BSU19730	Bacillus subtilis (strain 168)	229
CAB13865.1	O34662	reviewed	YODT_BACSU	Uncharacterized aminotransferase YodT (EC 2.6.-.-)	yodT yokM BSU19740	Bacillus subtilis (strain 168)	444
SOX90564.1	A0A2K4Z9J2	unreviewed	A0A2K4Z9J2_BACSU	Uncharacterized protein	BSU_19745 HIR78_12035	Bacillus subtilis (strain 168)	51
CAB13866.1	P42093	reviewed	CGEE_BACSU	Uncharacterized N-acetyltransferase CgeE (EC 2.3.1.-)	cgeE cgeBC BSU19750	Bacillus subtilis (strain 168)	259
CAB13867.1	P42092	reviewed	CGED_BACSU	Protein CgeD	cgeD cgeBB BSU19760	Bacillus subtilis (strain 168)	426
CAB13868.1	P42091	reviewed	CGEC_BACSU	Protein CgeC	cgeC cgeBA BSU19770	Bacillus subtilis (strain 168)	101
CAB13869.1	P42089	reviewed	CGEA_BACSU	Protein CgeA	cgeA cgeAA BSU19780	Bacillus subtilis (strain 168)	133
CAB13870.2	P42090	reviewed	CGEB_BACSU	Protein CgeB	cgeB cgeAB BSU19790	Bacillus subtilis (strain 168)	317
CAB13871.1	P42094	reviewed	PHYT_BACSU	3-phytase (EC 3.1.3.8) (Myo-inositol-hexaphosphate 3-phosphohydrolase) (Phytate 3-phosphatase)	phy yodV yzxA BSU19800	Bacillus subtilis (strain 168)	382
CAB13873.1	O34850	reviewed	YOTN_BACSU	SPbeta prophage-derived uncharacterized protein YotN	yotN yokJ BSU19820	Bacillus subtilis (strain 168)	58
CAB13874.1	O34820	reviewed	YOTM_BACSU	SPbeta prophage-derived uncharacterized protein YotM	yotM yodV yokI BSU19830	Bacillus subtilis (strain 168)	195
CAB13875.1	O31865	reviewed	YOTL_BACSU	SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YotL	yotL yokH BSU19840	Bacillus subtilis (strain 168)	80
CAB13876.1	O31866	reviewed	YOTK_BACSU	SPbeta prophage-derived uncharacterized protein YotK	yotK BSU19850	Bacillus subtilis (strain 168)	61
CAB13877.1	O34699	reviewed	YOTJ_BACSU	SPbeta prophage-derived uncharacterized protein YotJ	yotJ yokG BSU19860	Bacillus subtilis (strain 168)	70
CAB13878.1	Q796A8	reviewed	YOTI_BACSU	SPbeta prophage-derived uncharacterized protein YotI	yotI yodW yokF BSU19870	Bacillus subtilis (strain 168)	120
CAB13879.1	O31867	reviewed	YOTH_BACSU	SPbeta prophage-derived uncharacterized membrane protein YotH	yotH BSU19880	Bacillus subtilis (strain 168)	57
CAB13880.1	O31868	reviewed	YOTG_BACSU	Uncharacterized SPbeta prophage-derived protein YotG	yotG BSU19890	Bacillus subtilis (strain 168)	105
CAB13881.1	O31869	reviewed	YOTF_BACSU	SPbeta prophage-derived uncharacterized protein YotF	yotF BSU19900	Bacillus subtilis (strain 168)	25
CAB13882.1	O31870	reviewed	YOTE_BACSU	SPbeta prophage-derived uncharacterized protein YotE	yotE BSU19910	Bacillus subtilis (strain 168)	48
SOX90565.1	A0A2K4Z9J6	unreviewed	A0A2K4Z9J6_BACSU	Uncharacterized protein	BSU_19915	Bacillus subtilis (strain 168)	63
CAB13883.1	O34407	reviewed	YOTD_BACSU	SPbeta prophage-derived uncharacterized protein YotD	yotD yokD BSU19920	Bacillus subtilis (strain 168)	43
CAB13884.1	O34702	reviewed	YOTC_BACSU	SPbeta prophage-derived uncharacterized protein YotC	yotC yokC BSU19930	Bacillus subtilis (strain 168)	63
CAB13885.1	O34642	reviewed	YOTB_BACSU	SPbeta prophage-derived uncharacterized protein YotB	yotB yokB BSU19940	Bacillus subtilis (strain 168)	275
CAB13886.1	P02958	reviewed	SSPC_BACSU	Small, acid-soluble spore protein C (SASP)	sspC BSU19950	Bacillus subtilis (strain 168)	72
CAB13888.1	P68583	reviewed	YOSX_BACSU	SPbeta prophage-derived uncharacterized protein YosX	yosX yojZ BSU19970	Bacillus subtilis (strain 168)	117
CAB13889.1	O31872	reviewed	YOSW_BACSU	SPbeta prophage-derived uncharacterized membrane protein YosW	yosW BSU19980	Bacillus subtilis (strain 168)	113
CAB13890.1	O34537	reviewed	YOSV_BACSU	SPbeta prophage-derived uncharacterized protein YosV	yosV yojX BSU19990	Bacillus subtilis (strain 168)	96
CAX52644.1	O30602	reviewed	YOJW_BACSU	Uncharacterized protein YojW	yojW BSU19999	Bacillus subtilis (strain 168)	55
CAB13891.1	O31873	reviewed	YOSU_BACSU	Uncharacterized protein YosU	yosU BSU20000	Bacillus subtilis (strain 168)	81
CAB13892.1	O34775	reviewed	YOST_BACSU	SPbeta prophage-derived putative transcriptional regulator YosT	yosT yojV BSU20010	Bacillus subtilis (strain 168)	149
CAB13893.1	O34919	reviewed	YOSS_BACSU	SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	yosS yojU BSU20020	Bacillus subtilis (strain 168)	142
CAB13896.2	O30601	reviewed	YOSP_BACSU	SPbeta prophage-derived ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	yosP yojQ/yojS BSU20040	Bacillus subtilis (strain 168)	329
CAB13895.1	O34479	reviewed	YOSQ_BACSU	SPbeta prophage-derived putative HNH homing endonuclease YosQ (EC 3.1.-.-)	yosQ yojR BSU20050	Bacillus subtilis (strain 168)	173
CAB13898.2	O31875	reviewed	NRDEB_BACSU	Ribonucleoside-diphosphate reductase NrdEB subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase large subunit) [Cleaved into: Bsu nrdEB intein]	nrdEB yojP yosN BSU20060	Bacillus subtilis (strain 168)	1084
CAB13900.1	O31877	reviewed	YOSL_BACSU	SPbeta prophage-derived uncharacterized protein YosL	yosL BSU20080	Bacillus subtilis (strain 168)	117
CAB13901.1	O31878	reviewed	YOSK_BACSU	SPbeta prophage-derived uncharacterized protein YosK	yosK BSU20090	Bacillus subtilis (strain 168)	66
CAB13902.1	O31879	reviewed	YOSJ_BACSU	SPbeta prophage-derived uncharacterized protein YosJ	yosJ BSU20100	Bacillus subtilis (strain 168)	64
CAB13903.1	O31880	reviewed	YOSI_BACSU	SPbeta prophage-derived uncharacterized protein YosI	yosI BSU20110	Bacillus subtilis (strain 168)	44
CAB13904.1	O31881	reviewed	YOSH_BACSU	SPbeta prophage-derived uncharacterized protein YosH	yosH BSU20120	Bacillus subtilis (strain 168)	156
CAB13905.1	O31882	reviewed	YOSG_BACSU	SPbeta prophage-derived uncharacterized protein YosG	yosG BSU20130	Bacillus subtilis (strain 168)	120
CAB13906.1	O31883	reviewed	YOSF_BACSU	SPbeta prophage-derived uncharacterized protein YosF	yosF BSU20140	Bacillus subtilis (strain 168)	41
CAB13907.1	O31884	reviewed	YOSE_BACSU	SPbeta prophage-derived uncharacterized membrane protein YosE	yosE BSU20150	Bacillus subtilis (strain 168)	115
CAB13908.1	O31885	reviewed	YOSD_BACSU	SPbeta prophage-derived uncharacterized protein YosD	yosD BSU20160	Bacillus subtilis (strain 168)	131
CAB13909.1	O31886	reviewed	YOSC_BACSU	SPbeta prophage-derived uncharacterized protein YosC	yosC BSU20170	Bacillus subtilis (strain 168)	180
CAB13910.1	O31887	reviewed	YOSB_BACSU	SPbeta prophage-derived uncharacterized protein YosB	yosB BSU20180	Bacillus subtilis (strain 168)	59
CAB13911.1	O31888	reviewed	YOSA_BACSU	SPbeta prophage-derived membrane protein YosA	yosA BSU20190	Bacillus subtilis (strain 168)	39
CAB13912.1	O31889	reviewed	YORZ_BACSU	SPbeta prophage-derived uncharacterized protein YorZ	yorZ BSU20200	Bacillus subtilis (strain 168)	70
CAB13913.1	O31890	reviewed	YORY_BACSU	SPbeta prophage-derived uncharacterized protein YorY	yorY BSU20210	Bacillus subtilis (strain 168)	60
CAB13914.1	O31891	reviewed	YORX_BACSU	SPbeta prophage-derived uncharacterized protein YorX	yorX BSU20220	Bacillus subtilis (strain 168)	75
CAB13915.1	O31892	reviewed	YORW_BACSU	SPbeta prophage-derived uncharacterized protein YorW	yorW BSU20230	Bacillus subtilis (strain 168)	121
CAB13916.1	O31893	reviewed	YORV_BACSU	SPbeta prophage-derived uncharacterized protein YorV	yorV BSU20240	Bacillus subtilis (strain 168)	72
CAB13917.1	P68585	reviewed	MTBP_BACSU	Putative type II methyltransferase M.BsuMIIP (M.BsuMIIP) (EC 2.1.1.37) (Cytosine-specific methyltransferase Phi3TI) (Phi-3T prophage-derived modification methylase Phi3TI) (M.Phi3TI)	mtbP BSU20250	Bacillus subtilis (strain 168)	443
CAB13918.1	O31894	reviewed	YORT_BACSU	SPbeta prophage-derived uncharacterized protein YorT	yorT BSU20260	Bacillus subtilis (strain 168)	39
CAB13919.1	P68522	reviewed	53DR_BACSU	5'(3')-deoxyribonucleotidase (EC 3.1.3.-) (Putative SPbeta prophage-derived 5'(3')-deoxyribonucleotidase)	yorS BSU20270	Bacillus subtilis (strain 168)	172
CAB13920.1	O31896	reviewed	YORR_BACSU	SPbeta prophage-derived uncharacterized protein YorR	yorR BSU20280	Bacillus subtilis (strain 168)	165
CAB13921.1	O31897	reviewed	YORQ_BACSU	SPbeta prophage-derived uncharacterized protein YorQ	yorQ BSU20290	Bacillus subtilis (strain 168)	51
CAB13922.1	O31898	reviewed	YORP_BACSU	SPbeta prophage-derived uncharacterized protein YorP	yorP BSU20300	Bacillus subtilis (strain 168)	71
CAB13923.1	O31899	reviewed	YORO_BACSU	SPbeta prophage-derived uncharacterized protein YorO	yorO BSU20310	Bacillus subtilis (strain 168)	65
CAB13924.1	O31900	reviewed	YORN_BACSU	SPbeta prophage-derived uncharacterized protein YorN	yorN BSU20320	Bacillus subtilis (strain 168)	49
CAB13925.1	O31901	reviewed	YORM_BACSU	SPbeta prophage-derived uncharacterized protein YorM	yorM BSU20330	Bacillus subtilis (strain 168)	238
CAB13926.1	O31902	reviewed	YORL_BACSU	Probable DNA polymerase YorL (EC 2.7.7.7)	yorL BSU20340	Bacillus subtilis (strain 168)	1305
CAB13927.1	O31903	reviewed	YORK_BACSU	Putative SPbeta prophage-derived single-strand DNA-specific exonuclease YorK (EC 3.1.-.-)	yorK BSU20350	Bacillus subtilis (strain 168)	576
CAB13928.1	O31904	reviewed	YORJ_BACSU	SPbeta prophage-derived uncharacterized protein YorJ	yorJ BSU20360	Bacillus subtilis (strain 168)	378
CAB13929.1	O31905	reviewed	YORI_BACSU	SPbeta prophage-derived uncharacterized protein YorI	yorI BSU20370	Bacillus subtilis (strain 168)	504
CAB13930.1	O31906	reviewed	YORH_BACSU	SPbeta prophage-derived uncharacterized protein YorH	yorH BSU20380	Bacillus subtilis (strain 168)	156
CAB13931.1	O31907	reviewed	YORG_BACSU	SPbeta prophage-derived uncharacterized protein YorG	yorG BSU20390	Bacillus subtilis (strain 168)	323
CAB13932.1	O31908	reviewed	YORF_BACSU	SPbeta prophage-derived uncharacterized protein YorF	yorF BSU20400	Bacillus subtilis (strain 168)	304
CAB13933.1	O31909	reviewed	YORE_BACSU	SPbeta prophage-derived uncharacterized protein YorE	yorE BSU20410	Bacillus subtilis (strain 168)	123
CAB13934.1	P68575	reviewed	SCP1_BACSU	SPbeta prophage-derived stress response protein SCP1	yorD BSU20420	Bacillus subtilis (strain 168)	104
CAB13935.1	O31910	reviewed	YORC_BACSU	SPbeta prophage-derived uncharacterized protein YorC	yorC BSU20430	Bacillus subtilis (strain 168)	126
CAB13936.1	O31911	reviewed	YORB_BACSU	SPbeta prophage-derived uncharacterized protein YorB	yorB BSU20440	Bacillus subtilis (strain 168)	98
CAB13937.1	O31912	reviewed	YORA_BACSU	SPbeta prophage-derived uncharacterized protein YorA	yorA BSU20450	Bacillus subtilis (strain 168)	586
CAB13938.1	O31913	reviewed	YOQZ_BACSU	SPbeta prophage-derived UPF0714 protein YoqZ	yoqZ BSU20460	Bacillus subtilis (strain 168)	274
CAB13939.1	O31914	reviewed	YOQY_BACSU	SPbeta prophage-derived uncharacterized protein YoqY	yoqY BSU20470	Bacillus subtilis (strain 168)	131
CAB13940.1	O31915	reviewed	YOQX_BACSU	SPbeta prophage-derived uncharacterized protein YoqX	yoqX BSU20480	Bacillus subtilis (strain 168)	73
CAB13941.1	O31916	reviewed	YOQW_BACSU	Abasic site processing protein YoqW (EC 3.4.-.-)	yoqW BSU20490	Bacillus subtilis (strain 168)	224
CAB13942.1	O31917	reviewed	LIGB_BACSU	SPbeta prophage-derived DNA ligase-like protein LigB	ligB yoqV BSU20500	Bacillus subtilis (strain 168)	270
CAB13943.1	O31918	reviewed	YOQU_BACSU	SPbeta prophage-derived uncharacterized protein YoqU	yoqU BSU20510	Bacillus subtilis (strain 168)	137
CAB13944.1	O31919	reviewed	YOQT_BACSU	SPbeta prophage-derived uncharacterized protein YoqT	yoqT BSU20520	Bacillus subtilis (strain 168)	49
CAB13945.1	O31920	reviewed	YOQS_BACSU	SPbeta prophage-derived uncharacterized protein YoqS	yoqS BSU20530	Bacillus subtilis (strain 168)	115
CAB13946.1	O31921	reviewed	YOQR_BACSU	SPbeta prophage-derived uncharacterized protein YoqR	yoqR BSU20540	Bacillus subtilis (strain 168)	118
CAB13947.1	O31922	reviewed	YOQP_BACSU	SPbeta prophage-derived uncharacterized protein YoqP	yoqP BSU20550	Bacillus subtilis (strain 168)	113
CAB13948.1	O31923	reviewed	YOQO_BACSU	SPbeta prophage-derived uncharacterized protein YoqO	yoqO BSU20560	Bacillus subtilis (strain 168)	124
CAB13949.1	O31924	reviewed	YOQN_BACSU	SPbeta prophage-derived uncharacterized protein YoqN	yoqN BSU20570	Bacillus subtilis (strain 168)	72
CAB13950.1	O31925	reviewed	YOQM_BACSU	SPbeta prophage-derived uncharacterized protein YoqM	yoqM BSU20580	Bacillus subtilis (strain 168)	92
CAB13951.1	O34581	reviewed	YOQL_BACSU	SPbeta prophage-derived putative HNH endonuclease YoqL (EC 3.1.-.-)	yoqL BSU20590	Bacillus subtilis (strain 168)	230
CAB13952.1	O34326	reviewed	YOQK_BACSU	SPbeta prophage-derived uncharacterized protein YoqK	yoqK BSU20600	Bacillus subtilis (strain 168)	67
CAB13953.1	O34359	reviewed	YOQJ_BACSU	Uncharacterized SPbeta prophage-derived protein YoqJ	yoqJ BSU20610	Bacillus subtilis (strain 168)	171
CAB13954.1	O34339	reviewed	YOQI_BACSU	SPbeta prophage-derived uncharacterized protein YoqI	yoqI BSU20620	Bacillus subtilis (strain 168)	64
CAB13955.1	O34999	reviewed	YOQH_BACSU	SPbeta prophage-derived uncharacterized protein YoqH	yoqH BSU20630	Bacillus subtilis (strain 168)	150
CAB13956.1	O35030	reviewed	YOQG_BACSU	SPbeta prophage-derived uncharacterized protein YoqG	yoqG BSU20640	Bacillus subtilis (strain 168)	85
CAB13957.1	O34584	reviewed	YOQF_BACSU	SPbeta prophage-derived uncharacterized protein YoqF	yoqF BSU20650	Bacillus subtilis (strain 168)	67
CAB13958.1	O34429	reviewed	YOQE_BACSU	SPbeta prophage-derived uncharacterized protein YoqE	yoqE BSU20660	Bacillus subtilis (strain 168)	54
