,gene_id,gene_name,gene_ontology
2523,BSU_23840,rnz,identical protein binding
2524,BSU_01030,rplA,protein binding
2525,BSU_00930,cysE,cysteine biosynthetic process
2526,BSU_00930,cysE,methionine catabolic process
2527,BSU_00930,cysE,serine O-acetyltransferase activity
2528,BSU_24850,glcK,glucokinase activity
2529,BSU_25100,zur,DNA-binding transcription repressor activity
2530,BSU_25100,zur,DNA-binding transcription repressor activity
2531,BSU_25100,zur,protein-DNA complex
2532,BSU_25100,zur,protein-DNA complex
2533,BSU_25100,zur,transcription regulatory region sequence-specific DNA binding
2534,BSU_25100,zur,transcription regulatory region sequence-specific DNA binding
2535,BSU_25100,zur,DNA-binding transcription repressor activity
2536,BSU_25100,zur,protein-DNA complex
2537,BSU_25100,zur,"negative regulation of transcription, DNA-templated"
2538,BSU_25100,zur,"negative regulation of transcription, DNA-templated"
2539,BSU_25100,zur,transcription regulatory region sequence-specific DNA binding
2540,BSU_25100,zur,"negative regulation of transcription, DNA-templated"
2541,BSU_25140,cshB,RNA binding
2542,BSU_25140,cshB,RNA helicase activity
2543,BSU_25140,cshB,response to cold
2544,BSU_25140,cshB,ATP binding
2545,BSU_25140,cshB,bacterial nucleoid
2546,BSU_25430,mtaB,tRNA methylthiolation
2547,BSU_25430,mtaB,N6-threonylcarbomyladenosine methylthiotransferase activity
2552,BSU_06830,rapH,protein binding
2553,BSU_28610,zapA,protein binding
2554,BSU_28610,zapA,protein binding
2555,BSU_28780,araD,zinc ion binding
2556,BSU_28780,araD,L-arabinose catabolic process to xylulose 5-phosphate
2557,BSU_28780,araD,L-ribulose-phosphate 4-epimerase activity
2561,BSU_16250,fliJ,protein binding
2562,BSU_16250,fliJ,bacterial-type flagellum-dependent swarming motility
2563,BSU_16250,fliJ,bacterial-type flagellum assembly
2564,BSU_01430,rpoA,protein binding
2565,BSU_01430,rpoA,protein binding
2566,BSU_03900,gabT,4-aminobutyrate transaminase activity
2569,BSU_03780,phrC,protein binding
2570,BSU_23410,spoVAD,spore wall
2571,BSU_23410,spoVAD,plasma membrane
2572,BSU_03220,putP,L-proline transmembrane transporter activity
2573,BSU_03210,putC,proline dehydrogenase activity
2574,BSU_03200,putB,proline catabolic process
2575,BSU_03200,putB,FAD binding
2576,BSU_03200,putB,proline dehydrogenase activity
2577,BSU_38770,cimH,citrate:proton symporter activity
2578,BSU_35080,pchR,"negative regulation of transcription, DNA-templated"
2579,BSU_35080,pchR,"positive regulation of transcription, DNA-templated"
2580,BSU_36520,glnK,protein binding
2581,BSU_36520,glnK,protein binding
2582,BSU_31490,pbpD,protein binding
2584,BSU_01620,feuB,ion transport
2585,BSU_16480,swrB,bacterial-type flagellum-dependent swarming motility
2586,BSU_16450,cheC,positive chemotaxis
2587,BSU_10850,iolX,inositol catabolic process
2588,BSU_10850,iolX,cellular response to inositol
2589,BSU_10850,iolX,NAD+ binding
2590,BSU_10850,iolX,NADH binding
2591,BSU_10850,iolX,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
2592,BSU_04690,rsbT,protein binding
2593,BSU_04690,rsbT,protein binding
2594,BSU_04690,rsbT,protein binding
2595,BSU_04690,rsbT,protein binding
2596,BSU_15310,spoIIGA,integral component of plasma membrane
2597,BSU_15310,spoIIGA,plasma membrane
2598,BSU_15310,spoIIGA,proteolysis
2599,BSU_15310,spoIIGA,proteolysis
2600,BSU_15310,spoIIGA,protein self-association
2601,BSU_15310,spoIIGA,peptidase activity
2602,BSU_15310,spoIIGA,protein binding
2603,BSU_15310,spoIIGA,aspartic-type endopeptidase activity
2604,BSU_35490,degU,"positive regulation of transcription, DNA-templated"
2609,BSU_22830,gpsA,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
2610,BSU_01310,rplF,protein binding
2611,BSU_27980,spoIVFA,protein binding
2612,BSU_28000,minC,protein binding
2613,BSU_28000,minC,negative regulation of protein polymerization
2614,BSU_25490,hrcA,"negative regulation of transcription, DNA-templated"
2615,BSU_37030,racA,protein binding
2616,BSU_37030,racA,protein binding
2617,BSU_37190,clsB,cardiolipin synthase activity
2618,BSU_37190,clsB,cardiolipin biosynthetic process
2619,BSU_37190,clsB,sporulation
2620,BSU_24140,mmgD,citrate synthase activity
2621,BSU_24140,mmgD,2-methylcitrate synthase activity
2622,BSU_24140,mmgD,"propionate metabolic process, methylcitrate cycle"
2623,BSU_27970,spoIVFB,protein binding
2624,BSU_29740,ccpA,protein binding
2625,BSU_29740,ccpA,protein binding
2626,BSU_29740,ccpA,protein binding
2627,BSU_29740,ccpA,protein binding
2628,BSU_29740,ccpA,"negative regulation of transcription, DNA-templated"
2629,BSU_29740,ccpA,DNA-binding transcription repressor activity
2630,BSU_29740,ccpA,DNA-binding transcription activator activity
2631,BSU_29740,ccpA,DNA-binding transcription activator activity
2632,BSU_29740,ccpA,protein-DNA complex
2633,BSU_29740,ccpA,protein-DNA complex
2634,BSU_29740,ccpA,protein-DNA complex
2635,BSU_29740,ccpA,transcription regulatory region sequence-specific DNA binding
2636,BSU_29740,ccpA,transcription regulatory region sequence-specific DNA binding
2637,BSU_29740,ccpA,transcription regulatory region sequence-specific DNA binding
2638,BSU_29740,ccpA,DNA-binding transcription activator activity
2639,BSU_29740,ccpA,DNA-binding transcription activator activity
2640,BSU_29740,ccpA,"positive regulation of transcription, DNA-templated"
2641,BSU_29740,ccpA,protein-DNA complex
2642,BSU_29740,ccpA,protein-DNA complex
2643,BSU_29740,ccpA,transcription regulatory region sequence-specific DNA binding
2644,BSU_29740,ccpA,transcription regulatory region sequence-specific DNA binding
2645,BSU_29740,ccpA,"negative regulation of transcription, DNA-templated"
2646,BSU_09290,glpK,glycerol kinase activity
2647,BSU_09290,glpK,glycerol metabolic process
2648,BSU_18460,gltC,protein binding
2649,BSU_18460,gltC,"regulation of transcription, DNA-templated"
2650,BSU_18460,gltC,DNA-binding transcription factor activity
2651,BSU_28190,engB,protein binding
2652,BSU_28190,engB,protein binding
2653,BSU_28190,engB,protein binding
2656,BSU_15770,prkC,cellular response to peptidoglycan
2657,BSU_15770,prkC,spore germination
2658,BSU_15770,prkC,protein serine/threonine kinase activity
2659,BSU_15770,prkC,plasma membrane
2660,BSU_15770,prkC,protein phosphorylation
2661,BSU_15770,prkC,peptidoglycan binding
2662,BSU_15770,prkC,protein binding
2663,BSU_15770,prkC,protein binding
2664,BSU_15770,prkC,protein binding
2665,BSU_15770,prkC,signal transduction
2666,BSU_33029,spxO,protein binding
2667,BSU_00020,dnaN,protein binding
2668,BSU_00020,dnaN,protein binding
2669,BSU_00010,dnaA,protein binding
2670,BSU_00010,dnaA,protein binding
2671,BSU_00010,dnaA,protein binding
2672,BSU_00010,dnaA,identical protein binding
2673,BSU_00010,dnaA,identical protein binding
2674,BSU_00010,dnaA,DNA replication initiation
2676,BSU_26890,csn,chitosanase activity
2677,BSU_16299,swrD,bacterial-type flagellum-dependent swarming motility
2678,BSU_16299,swrD,bacterial-type flagellum-dependent swarming motility
2679,BSU_27250,mccB,homocysteine catabolic process
2680,BSU_27250,mccB,positive regulation of cell population proliferation
2681,BSU_27250,mccB,cystathionine gamma-lyase activity
2682,BSU_27260,mccA,cysteine biosynthetic process from serine
2683,BSU_27260,mccA,positive regulation of cell population proliferation
2684,BSU_27260,mccA,cysteine synthase activity
2685,BSU_27260,mccA,cystathionine beta-synthase activity
2686,BSU_31170,iolU,scyllo-inositol dehydrogenase (NADP+) activity
2687,BSU_31630,mrpD,sodium:proton antiporter activity
2688,BSU_31650,mrpF,sodium ion export across plasma membrane
2689,BSU_41050,rnpA,3'-tRNA processing endoribonuclease activity
2690,BSU_41050,rnpA,sulfate binding
2691,BSU_41050,rnpA,sulfate binding
2692,BSU_41050,rnpA,chloride ion binding
2693,BSU_41050,rnpA,ribonuclease P complex
2694,BSU_41050,rnpA,"tRNA 3'-trailer cleavage, endonucleolytic"
2695,BSU_41050,rnpA,phosphate ion binding
2696,BSU_41050,rnpA,anion binding
2697,BSU_41050,rnpA,ribonuclease P RNA binding
2698,BSU_41050,rnpA,ribonuclease P activity
2699,BSU_35000,hprK,protein binding
2700,BSU_35000,hprK,protein binding
2701,BSU_35000,hprK,protein binding
2702,BSU_13640,spo0E,regulation of sporulation
2703,BSU_05940,tsaD,tRNA threonylcarbamoyladenosine modification
2704,BSU_05920,tsaB,tRNA threonylcarbamoyladenosine modification
2705,BSU_05910,tsaE,tRNA threonylcarbamoyladenosine modification
2706,BSU_24240,recN,double-strand break repair
2707,BSU_24240,recN,bacterial nucleoid
2708,BSU_15290,ftsZ,protein binding
2709,BSU_15290,ftsZ,protein binding
2710,BSU_15290,ftsZ,protein binding
2711,BSU_15290,ftsZ,protein binding
2712,BSU_15290,ftsZ,protein binding
2713,BSU_15290,ftsZ,protein binding
2714,BSU_15290,ftsZ,protein binding
2715,BSU_15290,ftsZ,protein binding
2716,BSU_15290,ftsZ,protein binding
2717,BSU_15290,ftsZ,protein binding
2718,BSU_15290,ftsZ,identical protein binding
2719,BSU_15290,ftsZ,identical protein binding
2720,BSU_15290,ftsZ,identical protein binding
2721,BSU_15290,ftsZ,identical protein binding
2722,BSU_15290,ftsZ,cell septum
2723,BSU_15290,ftsZ,cell division
2724,BSU_15290,ftsZ,GTPase activity
2725,BSU_33500,copA,identical protein binding
2726,BSU_37510,pbpG,protein binding
2727,BSU_31600,mrpA,sodium:proton antiporter activity
2728,BSU_30830,menF,menaquinone biosynthetic process
2729,BSU_06730,rlmCD,rRNA methylation
2730,BSU_06730,rlmCD,rRNA (uridine-C5-)-methyltransferase activity
2736,BSU_35260,ftsE,regulation of phosphorelay signal transduction system
2737,BSU_35260,ftsE,asymmetric cell division
2738,BSU_35260,ftsE,positive regulation of sporulation resulting in formation of a cellular spore
2739,BSU_35260,ftsE,cell septum assembly
2740,BSU_35260,ftsE,plasma membrane
2742,BSU_02530,rtpA,protein binding
2743,BSU_02530,rtpA,identical protein binding
2744,BSU_02530,rtpA,identical protein binding
2745,BSU_00950,mrnC,ribonuclease activity
2746,BSU_00950,mrnC,rRNA processing
2747,BSU_00640,spoIIE,protein binding
2748,BSU_00640,spoIIE,protein binding
2749,BSU_00640,spoIIE,endospore-forming forespore
2750,BSU_00750,pabA,4-amino-4-deoxychorismate synthase activity
2751,BSU_00750,pabA,tryptophan biosynthetic process
2752,BSU_00750,pabA,anthranilate synthase activity
2753,BSU_00750,pabA,tetrahydrofolate biosynthetic process
2754,BSU_00740,pabB,magnesium ion binding
2755,BSU_00740,pabB,4-amino-4-deoxychorismate synthase activity
2756,BSU_00740,pabB,tetrahydrofolate biosynthetic process
2757,BSU_17000,kbl,glycine C-acetyltransferase activity
2758,BSU_17000,kbl,pyridoxal phosphate binding
2759,BSU_17000,kbl,biotin biosynthetic process
2760,BSU_17000,kbl,8-amino-7-oxononanoate synthase activity
2761,BSU_28220,clpX,protein catabolic process
2763,BSU_22080,ypwA,proteolysis
2764,BSU_22080,ypwA,zinc ion binding
2765,BSU_22080,ypwA,metallocarboxypeptidase activity
2766,BSU_09270,glpP,glycerol metabolic process
2767,BSU_09270,glpP,glycerol metabolic process
2768,BSU_09270,glpP,glycerol metabolic process
2769,BSU_09270,glpP,glycerol metabolic process
2770,BSU_09270,glpP,glycerol metabolic process
2771,BSU_09270,glpP,cellular response to glucose stimulus
2772,BSU_09270,glpP,"negative regulation of DNA-templated transcription, termination"
2773,BSU_09270,glpP,"negative regulation of DNA-templated transcription, termination"
2774,BSU_09270,glpP,"negative regulation of DNA-templated transcription, termination"
2775,BSU_09270,glpP,cellular response to glucose stimulus
2776,BSU_09270,glpP,"negative regulation of DNA-templated transcription, termination"
2777,BSU_09270,glpP,transcription antitermination
2778,BSU_09270,glpP,transcription antitermination
2779,BSU_09270,glpP,transcription antitermination
2780,BSU_09270,glpP,transcription antitermination
2781,BSU_09270,glpP,"transcription antitermination factor activity, RNA binding"
2782,BSU_09270,glpP,"transcription antitermination factor activity, RNA binding"
2783,BSU_09270,glpP,"transcription antitermination factor activity, RNA binding"
2784,BSU_09270,glpP,"transcription antitermination factor activity, RNA binding"
2785,BSU_09270,glpP,"positive regulation of transcription, DNA-templated"
2786,BSU_09270,glpP,"positive regulation of transcription, DNA-templated"
2787,BSU_09270,glpP,response to antibiotic
2788,BSU_09270,glpP,response to antibiotic
2789,BSU_23040,fer,"4 iron, 4 sulfur cluster binding"
2790,BSU_23040,fer,electron transfer activity
2791,BSU_17380,nrdE,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
2792,BSU_28110,spoVID,ATPase binding
2793,BSU_28110,spoVID,protein binding
2794,BSU_28110,spoVID,protein binding
2795,BSU_28110,spoVID,protein binding
2796,BSU_11520,mecA,protein binding
2797,BSU_11520,mecA,protein binding
2798,BSU_13930,splB,iron-sulfur cluster binding
2799,BSU_13930,splB,endospore-forming forespore
2800,BSU_13930,splB,S-adenosyl-L-methionine binding
2801,BSU_13930,splB,DNA photolyase activity
2802,BSU_13930,splB,metal ion binding
2803,BSU_13930,splB,"4 iron, 4 sulfur cluster binding"
2804,BSU_23460,spoIIAB,protein binding
2805,BSU_16470,sigD,bacterial-type flagellum-dependent swarming motility
2806,BSU_21770,ilvA,threonine metabolic process
2807,BSU_32150,paiA,negative regulation of sporulation
2808,BSU_32150,paiA,diamine N-acetyltransferase activity
2809,BSU_00730,cysK,protein-containing complex
2810,BSU_00730,cysK,cysteine biosynthetic process from serine
2811,BSU_00730,cysK,methionine catabolic process
2812,BSU_00730,cysK,protein homodimerization activity
2813,BSU_00730,cysK,positive regulation of cell population proliferation
2814,BSU_00730,cysK,transcription factor binding
2815,BSU_00730,cysK,protein-DNA complex
2816,BSU_00730,cysK,protein-DNA complex
2817,BSU_00730,cysK,positive regulation of core promoter binding
2818,BSU_00730,cysK,positive regulation of core promoter binding
2819,BSU_00730,cysK,cysteine synthase activity
2820,BSU_00730,cysK,cystathionine beta-synthase activity
2821,BSU_23530,spoIIM,regulation of sporulation resulting in formation of a cellular spore
2822,BSU_23530,spoIIM,regulation of sporulation resulting in formation of a cellular spore
2823,BSU_23530,spoIIM,cell septum
2824,BSU_23530,spoIIM,cell septum
2825,BSU_23530,spoIIM,cell septum
2826,BSU_23530,spoIIM,positive regulation of cell septum assembly
2827,BSU_01080,rpoC,protein binding
2828,BSU_01080,rpoC,protein binding
2829,BSU_15810,spoVM,protein binding
2830,BSU_21490,sunI,plasma membrane
2831,BSU_21490,sunI,bacteriocin immunity
2832,BSU_21450,sunS,UDP-glycosyltransferase activity
2833,BSU_21450,sunS,bacteriocin biosynthetic process
2834,BSU_21450,sunS,protein S-linked glycosylation via cysteine
2836,BSU_15280,ftsA,protein binding
2837,BSU_15280,ftsA,protein binding
2838,BSU_15280,ftsA,protein binding
2839,BSU_15280,ftsA,protein binding
2840,BSU_15280,ftsA,ATPase activity
2841,BSU_19430,cdaS,adenylate cyclase activity
2846,BSU_16960,rny,protein binding
2847,BSU_16960,rny,protein binding
2848,BSU_16960,rny,protein binding
2849,BSU_16960,rny,protein binding
2850,BSU_16960,rny,protein binding
2851,BSU_16960,rny,identical protein binding
2852,BSU_16780,rnjB,protein binding
2853,BSU_16780,rnjB,protein binding
2854,BSU_16780,rnjB,endoribonuclease activity
2855,BSU_16780,rnjB,mRNA processing
2856,BSU_16050,rbgA,GTPase activity
2857,BSU_15390,sepF,protein binding
2858,BSU_15390,sepF,protein binding
2859,BSU_15390,sepF,protein binding
2860,BSU_15390,sepF,identical protein binding
2861,BSU_15390,sepF,identical protein binding
2862,BSU_15390,sepF,identical protein binding
2863,BSU_15390,sepF,cell septum assembly
2865,BSU_17450,glnR,protein binding
2866,BSU_17450,glnR,protein binding
2867,BSU_17450,glnR,identical protein binding
2868,BSU_17450,glnR,identical protein binding
2869,BSU_00860,clpC,protein binding
2870,BSU_00860,clpC,protein binding
2871,BSU_00840,mcsA,proteolysis
2882,BSU_00410,rnmV,ribosome biogenesis
2883,BSU_00410,rnmV,rRNA processing
2884,BSU_00410,rnmV,ribonuclease M5 activity
2891,BSU_00120,pdxT,protein binding
2892,BSU_00120,pdxT,identical protein binding
2893,BSU_00120,pdxT,identical protein binding
2894,BSU_00110,pdxS,protein binding
2895,BSU_00110,pdxS,identical protein binding
2898,BSU_40680,yybD,"transferase activity, transferring acyl groups other than amino-acyl groups"
2900,BSU_13590,mtnW,carbon fixation
2902,BSU_11670,thiO,thiamine biosynthetic process
2903,BSU_11670,thiO,FAD binding
2904,BSU_11670,thiO,cellular amino acid metabolic process
2905,BSU_11670,thiO,glycine oxidase activity
2906,BSU_11610,ppnKA,NAD+ kinase activity
2907,BSU_11610,ppnKA,ATP binding
2908,BSU_11610,ppnKA,NADP biosynthetic process
2909,BSU_11610,ppnKA,NAD binding
2913,BSU_40410,walR,"regulation of transcription, DNA-templated"
2914,BSU_00690,ftsH,sporulation
2915,BSU_00690,ftsH,cell septum
2916,BSU_00690,ftsH,protein catabolic process
2917,BSU_00690,ftsH,peptidase activity
2918,BSU_00620,divIC,protein binding
2919,BSU_00620,divIC,protein binding
2920,BSU_40440,dnaC,protein binding
2921,BSU_40440,dnaC,protein binding
2922,BSU_40440,dnaC,protein binding
2923,BSU_40440,dnaC,protein binding
2924,BSU_04740,rsbX,response to heat
2925,BSU_04720,rsbW,sigma factor antagonist activity
2926,BSU_30070,opuD,glycine betaine transport
2927,BSU_31100,ktrB,protein binding
2928,BSU_31090,ktrA,protein binding
2929,BSU_31090,ktrA,identical protein binding
2930,BSU_27840,safA,ATPase binding
2931,BSU_27840,safA,protein binding
2932,BSU_27660,comN,protein binding
2933,BSU_27590,dtd,D-aminoacyl-tRNA deacylase activity
2936,BSU_27310,pbpI,protein binding
2938,BSU_22740,hepT,menaquinone biosynthetic process
2939,BSU_22740,hepT,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
2940,BSU_22760,hepS,menaquinone biosynthetic process
2941,BSU_22760,hepS,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
2952,BSU_33520,csoR,DNA-binding transcription repressor activity
2953,BSU_33520,csoR,protein-DNA complex
2954,BSU_33520,csoR,transcription regulatory region sequence-specific DNA binding
2956,BSU_15940,smc,protein binding
2957,BSU_15940,smc,protein binding
2958,BSU_15940,smc,protein binding
2959,BSU_15940,smc,protein binding
2960,BSU_15940,smc,protein binding
2961,BSU_15940,smc,identical protein binding
2962,BSU_15940,smc,identical protein binding
2963,BSU_10110,pbpF,protein binding
2964,BSU_40350,rocR,"regulation of transcription, DNA-templated"
2965,BSU_40350,rocR,arginine metabolic process
2966,BSU_40340,rocD,ornithine-oxo-acid transaminase activity
2967,BSU_40340,rocD,arginine metabolic process
2968,BSU_32800,gcvH,protein lipoylation
2969,BSU_32800,gcvH,lipoate biosynthetic process
2970,BSU_32690,sufS,protein binding
2971,BSU_32680,sufU,protein binding
2972,BSU_32530,pucF,zinc ion binding
2973,BSU_32530,pucF,allantoate deiminase activity
2974,BSU_32530,pucF,allantoin catabolic process
2975,BSU_32460,pucM,identical protein binding
2976,BSU_32330,lipA,protein lipoylation
2977,BSU_32330,lipA,lipoate biosynthetic process
2978,BSU_32330,lipA,lipoate synthase activity
2980,BSU_13990,kinA,protein binding
2981,BSU_13990,kinA,protein binding
2982,BSU_13990,kinA,protein binding
2983,BSU_13990,kinA,identical protein binding
2984,BSU_13990,kinA,identical protein binding
2985,BSU_13990,kinA,identical protein binding
2986,BSU_13990,kinA,sporulation resulting in formation of a cellular spore
2993,BSU_01760,cdaR,positive regulation of adenylate cyclase activity
2994,BSU_29190,pfkA,protein binding
2995,BSU_27520,cymR,protein-containing complex
2996,BSU_27520,cymR,protein homodimerization activity
2997,BSU_27520,cymR,core promoter sequence-specific DNA binding
2998,BSU_27520,cymR,core promoter sequence-specific DNA binding
2999,BSU_27520,cymR,protein-DNA complex
3000,BSU_27520,cymR,protein-DNA complex
3001,BSU_27520,cymR,protein binding
3002,BSU_27520,cymR,protein heterooligomerization
3003,BSU_27520,cymR,identical protein binding
3004,BSU_30780,menC,menaquinone biosynthetic process
3008,BSU_35010,nagA,protein homodimerization activity
3009,BSU_35010,nagA,N-acetylglucosamine catabolic process
3010,BSU_35010,nagA,N-acetylglucosamine-6-phosphate deacetylase activity
3011,BSU_35010,nagA,iron ion binding
3012,BSU_29020,gapB,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
3013,BSU_29020,gapB,gluconeogenesis
3014,BSU_29020,gapB,NAD binding
3015,BSU_29020,gapB,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity
3016,BSU_29020,gapB,NADP binding
3017,BSU_21920,ugtP,protein binding
3018,BSU_21920,ugtP,"1,2-diacylglycerol 3-glucosyltransferase activity"
3020,BSU_35760,tagB,protein binding
3021,BSU_33222,rsoA,protein binding
3022,BSU_33222,rsoA,protein binding
3023,BSU_10630,addA,protein binding
3024,BSU_10620,addB,protein binding
3025,BSU_16310,fliM,bacterial-type flagellum assembly
3026,BSU_16310,fliM,bacterial-type flagellum-dependent swarming motility
3027,BSU_16310,fliM,positive chemotaxis
3028,BSU_16270,fliK,bacterial-type flagellum assembly
3029,BSU_16270,fliK,bacterial-type flagellum-dependent swarming motility
3030,BSU_16270,fliK,bacterial-type flagellum-dependent swarming motility
3031,BSU_16230,fliH,bacterial-type flagellum assembly
3032,BSU_16230,fliH,bacterial-type flagellum-dependent swarming motility
3033,BSU_16220,fliG,bacterial-type flagellum-dependent swarming motility
3034,BSU_16220,fliG,bacterial-type flagellum assembly
3035,BSU_16210,fliF,bacterial-type flagellum-dependent swarming motility
3036,BSU_16210,fliF,bacterial-type flagellum assembly
3040,BSU_22960,gudB,glutamate dehydrogenase (NAD+) activity
3041,BSU_22960,gudB,obsolete oxidation-reduction process
3042,BSU_22960,gudB,cellular amino acid metabolic process
3043,BSU_25250,ccpN,carbon catabolite repression of transcription
3047,BSU_07980,pdaA,deacetylase activity
3048,BSU_35060,cypX,iron ion binding
3049,BSU_35060,cypX,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen"
3050,BSU_35060,cypX,heme binding
3051,BSU_35060,cypX,pigment biosynthetic process
3061,BSU_29610,ezrA,protein binding
3062,BSU_29610,ezrA,protein binding
3063,BSU_29610,ezrA,protein binding
3064,BSU_29610,ezrA,protein binding
3065,BSU_29610,ezrA,septin ring assembly
3066,BSU_29610,ezrA,positive regulation of cell division
3067,BSU_35250,ftsX,regulation of phosphorelay signal transduction system
3068,BSU_35250,ftsX,asymmetric cell division
3069,BSU_35250,ftsX,positive regulation of sporulation resulting in formation of a cellular spore
3070,BSU_35250,ftsX,cell septum assembly
3071,BSU_35250,ftsX,plasma membrane
3074,BSU_12830,spoIISA,protein binding
3092,BSU_33230,sigO,protein binding
3093,BSU_07920,chaA,integral component of plasma membrane
3094,BSU_07920,chaA,calcium ion transmembrane transport
3095,BSU_07920,chaA,calcium:proton antiporter activity
3096,BSU_35720,tagF,protein binding
3097,BSU_12820,spoIISB,protein binding
3098,BSU_24130,mmgE,2-methylcitrate dehydratase activity
3099,BSU_24130,mmgE,"propionate metabolic process, methylcitrate cycle"
3100,BSU_06600,pcrB,polyprenyltransferase activity
3101,BSU_06600,pcrB,glycerophospholipid biosynthetic process
3102,BSU_06240,bdhA,"(R,R)-butanediol dehydrogenase activity"
3103,BSU_18670,oxdD,oxalate metabolic process
3104,BSU_18670,oxdD,oxalate decarboxylase activity
3105,BSU_19190,desK,protein binding
3106,BSU_19190,desK,identical protein binding
3107,BSU_19190,desK,protein kinase activity
3108,BSU_19190,desK,phosphoprotein phosphatase activity
3109,BSU_19190,desK,phosphoprotein phosphatase activity
3110,BSU_13390,ykoT,protein binding
3111,BSU_13390,ykoT,protein binding
3112,BSU_35530,tagO,protein binding
3113,BSU_35530,tagO,magnesium ion binding
3114,BSU_35530,tagO,"phosphotransferase activity, for other substituted phosphate groups"
3115,BSU_35530,tagO,manganese ion binding
3116,BSU_19220,recQ,bacterial nucleoid
3117,BSU_19200,desR,protein binding
3118,BSU_18000,citB,2-methylisocitrate dehydratase activity
3119,BSU_18000,citB,regulation of sporulation
3120,BSU_18000,citB,tricarboxylic acid cycle
3121,BSU_18000,citB,"propionate metabolic process, methylcitrate cycle"
3122,BSU_18000,citB,aconitate hydratase activity
3123,BSU_18000,citB,aconitate hydratase activity
3124,BSU_18000,citB,mRNA 3'-UTR binding
3125,BSU_18000,citB,regulation of sporulation
3126,BSU_18000,citB,"4 iron, 4 sulfur cluster binding"
3127,BSU_18000,citB,mRNA binding
3128,BSU_31450,kinB,positive regulation of sporulation resulting in formation of a cellular spore
3129,BSU_31930,ald,alanine catabolic process
3130,BSU_31930,ald,alanine dehydrogenase activity
3131,BSU_31930,ald,cytosol
3132,BSU_31930,ald,sporulation resulting in formation of a cellular spore
3133,BSU_38160,qoxB,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
3134,BSU_38160,qoxB,ATP synthesis coupled electron transport
3135,BSU_11740,cotZ,protein binding
3136,BSU_11750,cotY,protein binding
3137,BSU_11770,cotW,protein binding
3138,BSU_11780,cotV,protein binding
3139,BSU_33940,gapA,glycolytic process
3140,BSU_33940,gapA,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
3141,BSU_33940,gapA,NAD binding
3142,BSU_17030,cotE,protein binding
3143,BSU_17030,cotE,identical protein binding
3144,BSU_33530,iolW,NADP+ binding
3145,BSU_33530,iolW,scyllo-inositol dehydrogenase (NADP+) activity
3146,BSU_33530,iolW,scyllo-inositol dehydrogenase (NADP+) activity
3147,BSU_33530,iolW,NADPH binding
3151,BSU_33600,smpB,trans-translation-dependent protein tagging
3152,BSU_33780,sdpI,response to toxic substance
3153,BSU_33780,sdpI,response to toxic substance
3154,BSU_07250,cypD,iron ion binding
3155,BSU_07250,cypD,fatty acid oxidation
3156,BSU_07250,cypD,fatty acid binding
3157,BSU_07250,cypD,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
3158,BSU_07250,cypD,NADPH-hemoprotein reductase activity
3159,BSU_07250,cypD,FMN binding
3160,BSU_07250,cypD,heme binding
3161,BSU_07250,cypD,flavin adenine dinucleotide binding
3162,BSU_27160,cypB,iron ion binding
3163,BSU_27160,cypB,fatty acid oxidation
3164,BSU_27160,cypB,fatty acid binding
3165,BSU_27160,cypB,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
3166,BSU_27160,cypB,NADPH-hemoprotein reductase activity
3167,BSU_27160,cypB,FMN binding
3168,BSU_27160,cypB,heme binding
3169,BSU_27160,cypB,flavin adenine dinucleotide binding
3170,BSU_36750,spoIID,protein binding
3171,BSU_35240,ctpB,signal transduction
3172,BSU_35240,ctpB,peptide metabolic process
3173,BSU_35240,ctpB,proteolysis
3174,BSU_35240,ctpB,sporulation resulting in formation of a cellular spore
3175,BSU_35240,ctpB,protein homodimerization activity
3176,BSU_35240,ctpB,peptide binding
3177,BSU_35240,ctpB,peptidase activity
3178,BSU_35240,ctpB,protein binding
3179,BSU_35240,ctpB,identical protein binding
3180,BSU_11720,fabI,cellular response to cold
3181,BSU_11720,fabI,enoyl-[acyl-carrier-protein] reductase (NADH) activity
3182,BSU_11720,fabI,fatty acid elongation
3183,BSU_17700,cotC,protein binding
3184,BSU_17700,cotC,protein binding
3185,BSU_14870,ctaA,protein binding
3186,BSU_37110,tal,identical protein binding
3187,BSU_01750,cdaA,integral component of plasma membrane
3188,BSU_01750,cdaA,adenylate cyclase activity
3189,BSU_14530,rnjA,protein binding
