## Wed Feb  7 23:50:50 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope 2 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
BSU_20890	224308.BSU20890	1.29e-124	355.0	2E4HH@1|root,32ZCM@2|Bacteria,1W525@1239|Firmicutes	2|Bacteria	S	Super-infection exclusion protein B	-	-	-	-	-	-	-	-	-	-	-	-	SieB
BSU_20928	224308.BSU20928	8.45e-38	126.0	28XHF@1|root,2ZJEU@2|Bacteria,1W6IS@1239|Firmicutes,4HZXN@91061|Bacilli,1ZJZF@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_20930	1403313.AXBR01000010_gene1117	5.52e-11	63.5	2B1TR@1|root,31U9Q@2|Bacteria,1UCW8@1239|Firmicutes,4IPC8@91061|Bacilli,1ZPPX@1386|Bacillus	2|Bacteria	S	Uncharacterised protein family (UPF0715)	ywlA	-	-	-	-	-	-	-	-	-	-	-	UPF0715
BSU_20940	224308.BSU20940	0.0	898.0	2D6VC@1|root,32TMW@2|Bacteria,1V9KX@1239|Firmicutes,4HVFT@91061|Bacilli	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RES
BSU_20950	224308.BSU20950	7.56e-48	152.0	COG3655@1|root,COG3655@2|Bacteria,1VJKD@1239|Firmicutes,4I010@91061|Bacilli	2|Bacteria	K	Cro/C1-type HTH DNA-binding domain	-	-	-	ko:K07727	-	-	-	-	ko00000,ko03000	-	-	-	HTH_26,HTH_3
BSU_20960	224308.BSU20960	0.0	887.0	2CFPC@1|root,31SN4@2|Bacteria,1V9AH@1239|Firmicutes,4HMY7@91061|Bacilli	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_20980	224308.BSU20980	1.07e-305	832.0	28MFC@1|root,2ZASU@2|Bacteria,1TSRB@1239|Firmicutes,4HCU5@91061|Bacilli,1ZFXA@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21020	224308.BSU21020	6.64e-73	218.0	COG1395@1|root,COG1395@2|Bacteria	2|Bacteria	K	domain, Protein	bldD	-	-	ko:K07110,ko:K21572	-	-	-	-	ko00000,ko02000,ko03000	8.A.46.1,8.A.46.3	-	-	HTH_3,HTH_31
BSU_21040	224308.BSU21040	0.0	1674.0	28N83@1|root,2ZBCM@2|Bacteria,1TT4T@1239|Firmicutes,4HTS9@91061|Bacilli,1ZEBG@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RdRP
BSU_21050	224308.BSU21050	7.27e-56	174.0	COG0776@1|root,COG0776@2|Bacteria,1V9XQ@1239|Firmicutes,4HKF2@91061|Bacilli,1ZH48@1386|Bacillus	2|Bacteria	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	hup	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
BSU_21070	224308.BSU21070	2.29e-293	800.0	2AEN8@1|root,314I5@2|Bacteria,1TWCZ@1239|Firmicutes,4I54M@91061|Bacilli,1ZPSH@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21100	224308.BSU21100	4.45e-225	619.0	2DFCT@1|root,32U56@2|Bacteria,1VB3U@1239|Firmicutes,4HZBT@91061|Bacilli,1ZKII@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21110	224308.BSU21110	0.0	1187.0	COG4373@1|root,COG4373@2|Bacteria,1UIYC@1239|Firmicutes,4ISX1@91061|Bacilli,1ZFCA@1386|Bacillus	2|Bacteria	S	Terminase-like family	gp17a	-	-	ko:K06909	-	-	-	-	ko00000	-	-	-	Terminase_6,Terminase_6C
BSU_21120	224308.BSU21120	0.0	1002.0	2E01S@1|root,32VQX@2|Bacteria,1VE54@1239|Firmicutes,4IMWQ@91061|Bacilli,1ZM1I@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21130	224308.BSU21130	0.0	919.0	2C7CX@1|root,2ZQ8R@2|Bacteria,1W605@1239|Firmicutes,4I0YJ@91061|Bacilli,1ZM4D@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21140	224308.BSU21140	1.24e-122	350.0	29SQE@1|root,30DW9@2|Bacteria,1UBTT@1239|Firmicutes,4IN92@91061|Bacilli,1ZN22@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21150	224308.BSU21150	5.93e-237	652.0	29SKI@1|root,30DRU@2|Bacteria,1UBM9@1239|Firmicutes,4IN1J@91061|Bacilli,1ZMIW@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21160	224308.BSU21160	1.62e-105	305.0	2BFNE@1|root,329GT@2|Bacteria,1UBVU@1239|Firmicutes,4INBE@91061|Bacilli,1ZN6Q@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21170	224308.BSU21170	8.95e-91	265.0	29T11@1|root,30E7G@2|Bacteria,1UC7M@1239|Firmicutes,4INQ2@91061|Bacilli,1ZNSB@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21190	224308.BSU21190	9.48e-157	439.0	28Y0A@1|root,2ZJW1@2|Bacteria,1W3HY@1239|Firmicutes,4HZP7@91061|Bacilli,1ZPJ9@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21200	224308.BSU21200	4.38e-118	337.0	29TN0@1|root,30EVN@2|Bacteria,1UD0R@1239|Firmicutes,4IPGU@91061|Bacilli,1ZKTT@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21210	224308.BSU21210	2.4e-169	473.0	28VYJ@1|root,2ZHZT@2|Bacteria,1W5KC@1239|Firmicutes,4I1FU@91061|Bacilli,1ZN4C@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21220	224308.BSU21220	2.25e-145	414.0	2C4YF@1|root,32RES@2|Bacteria,1V71K@1239|Firmicutes,4HZ64@91061|Bacilli,1ZMM1@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Big_2
BSU_21240	224308.BSU21240	2.13e-76	228.0	29TBY@1|root,30EJ0@2|Bacteria,1UCMF@1239|Firmicutes,4IP3K@91061|Bacilli,1ZPBV@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21250	224308.BSU21250	4.46e-229	638.0	292XD@1|root,2ZQEV@2|Bacteria,1V48I@1239|Firmicutes,4HS4X@91061|Bacilli	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21270	279010.BL00866	2.66e-15	69.7	29RZE@1|root,30D3R@2|Bacteria,1UAT1@1239|Firmicutes,4IM5V@91061|Bacilli,1ZJ9F@1386|Bacillus	2|Bacteria	-	-	xkdX	-	-	-	-	-	-	-	-	-	-	-	Phage_XkdX
BSU_21280	224308.BSU21280	1.65e-112	323.0	2BFYF@1|root,329U8@2|Bacteria,1UC7K@1239|Firmicutes,4INQ0@91061|Bacilli,1ZNS7@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21290	224308.BSU21290	6.15e-95	276.0	2948Q@1|root,2ZRNY@2|Bacteria,1W3CT@1239|Firmicutes,4I0UR@91061|Bacilli,1ZPKN@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21300	224308.BSU21300	1.73e-247	678.0	COG0582@1|root,COG0582@2|Bacteria,1TRSA@1239|Firmicutes,4HC4V@91061|Bacilli,1ZQKR@1386|Bacillus	2|Bacteria	A	Belongs to the 'phage' integrase family	xerH	-	-	ko:K04763	-	-	-	-	ko00000,ko03036	-	-	-	Phage_int_SAM_4,Phage_integrase
BSU_21340	224308.BSU21340	5.66e-159	446.0	2BXMF@1|root,32TH6@2|Bacteria,1TX61@1239|Firmicutes,4I62J@91061|Bacilli,1ZKAZ@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHOCT
BSU_21350	224308.BSU21350	0.0	3635.0	COG0739@1|root,COG0741@1|root,COG1196@1|root,COG0739@2|Bacteria,COG0741@2|Bacteria,COG1196@2|Bacteria,1V6DD@1239|Firmicutes,4HIWA@91061|Bacilli,1ZH33@1386|Bacillus	2|Bacteria	M	COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM invasin domains)	yjbJ	-	-	ko:K08309,ko:K21471	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	GH23	-	Mob_Pre,Peptidase_M23,SLT
BSU_21360	224308.BSU21360	1.7e-186	517.0	COG4722@1|root,33P3R@2|Bacteria,1VKWN@1239|Firmicutes,4HRWG@91061|Bacilli,1ZMZE@1386|Bacillus	2|Bacteria	S	Phage tail protein	-	-	-	-	-	-	-	-	-	-	-	-	Sipho_tail
BSU_21370	224308.BSU21370	0.0	1723.0	COG2433@1|root,COG2433@2|Bacteria,1V2Z6@1239|Firmicutes,4HGM7@91061|Bacilli,1ZM1W@1386|Bacillus	2|Bacteria	S	Pfam Transposase IS66	-	-	-	-	-	-	-	-	-	-	-	-	Cu_amine_oxidN1,DUF4154,HATPase_c,HisKA,Prophage_tail
BSU_21380	224308.BSU21380	1.33e-189	527.0	2DQQT@1|root,3384R@2|Bacteria,1VIYY@1239|Firmicutes,4HP4P@91061|Bacilli,1ZMWR@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21390	224308.BSU21390	0.0	1273.0	COG4632@1|root,COG5434@1|root,COG4632@2|Bacteria,COG5434@2|Bacteria,1TR6Z@1239|Firmicutes,4HGB0@91061|Bacilli	2|Bacteria	G	Exopolysaccharide biosynthesis protein	XK27_08080	-	-	ko:K02172	ko01501,map01501	M00627	-	-	ko00000,ko00001,ko00002,ko01002,ko01504	-	-	-	NAGPA
BSU_21400	224308.BSU21400	1.31e-210	580.0	29WU3@1|root,30IFH@2|Bacteria,1W3ST@1239|Firmicutes,4I20W@91061|Bacilli,1ZK6P@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21410	224308.BSU21410	7.44e-257	705.0	COG5632@1|root,COG5632@2|Bacteria,1V3JT@1239|Firmicutes,4HGC1@91061|Bacilli,1ZPVN@1386|Bacillus	2|Bacteria	M	Ami_2	-	-	3.5.1.28	ko:K01447	-	-	R04112	RC00064,RC00141	ko00000,ko01000	-	-	-	Amidase_2,Cu_amine_oxidN1,LysM,PG_binding_1
BSU_21420	224308.BSU21420	1.42e-43	141.0	2EE5S@1|root,2ZUAI@2|Bacteria,1W1UA@1239|Firmicutes,4I0TR@91061|Bacilli,1ZJC2@1386|Bacillus	2|Bacteria	S	BhlA holin family	bhlA	-	-	-	-	-	-	-	-	-	-	-	Holin_BhlA
BSU_21430	224308.BSU21430	3.04e-53	167.0	2DK6Q@1|root,308R2@2|Bacteria,1U3UU@1239|Firmicutes,4IDMZ@91061|Bacilli,1ZPQI@1386|Bacillus	2|Bacteria	S	SPP1 phage holin	-	-	-	-	-	-	-	-	-	-	-	-	Holin_SPP1
BSU_21440	224308.BSU21440	5.12e-96	280.0	COG1495@1|root,COG1495@2|Bacteria	2|Bacteria	O	protein disulfide oxidoreductase activity	-	-	-	ko:K03611	-	-	-	-	ko00000,ko03110	5.A.2.1	-	-	DsbB
BSU_21450	224308.BSU21450	6.04e-309	841.0	COG0463@1|root,COG0463@2|Bacteria,1TQEM@1239|Firmicutes,4H9X9@91061|Bacilli,1ZCYT@1386|Bacillus	2|Bacteria	M	COG0463 Glycosyltransferases involved in cell wall biogenesis	-	GO:0003674,GO:0003824,GO:0006464,GO:0006486,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009403,GO:0009404,GO:0009987,GO:0016740,GO:0016757,GO:0016999,GO:0017000,GO:0017144,GO:0018193,GO:0018198,GO:0018240,GO:0018280,GO:0019538,GO:0019748,GO:0030152,GO:0030650,GO:0030651,GO:0034641,GO:0034645,GO:0036211,GO:0043043,GO:0043170,GO:0043412,GO:0043413,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044550,GO:0046224,GO:0070085,GO:0071704,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-	-	-	-	-	-	-	-	-	-	Glyco_tranf_2_4,Glycos_transf_2,TPR_16,TPR_2,TPR_8
BSU_21460	224308.BSU21460	3.44e-91	267.0	COG0526@1|root,COG0526@2|Bacteria	2|Bacteria	CO	cell redox homeostasis	-	GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
BSU_21470	224308.BSU21470	0.0	1350.0	COG2274@1|root,COG3271@1|root,COG2274@2|Bacteria,COG3271@2|Bacteria,1VS7N@1239|Firmicutes,4HVDC@91061|Bacilli,1ZMUN@1386|Bacillus	2|Bacteria	V	Peptidase C39 family	-	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0033036,GO:0034040,GO:0042623,GO:0042626,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0071702	-	ko:K06147,ko:K06148,ko:K20344	ko02010,ko02024,map02010,map02024	-	-	-	ko00000,ko00001,ko02000	3.A.1,3.A.1.106,3.A.1.109,3.A.1.112,3.A.1.21	-	-	ABC_membrane,ABC_tran,DUF3335,Peptidase_C39,Peptidase_C39_2,TPR_16,TPR_19,TPR_2,TPR_8
BSU_21500	224308.BSU21500	2.09e-306	834.0	COG0389@1|root,COG0389@2|Bacteria,1TP42@1239|Firmicutes,4HA1P@91061|Bacilli,1ZC8I@1386|Bacillus	2|Bacteria	L	Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII	dinB	-	2.7.7.7	ko:K02346,ko:K03502,ko:K14161	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	IMS,IMS_C,IMS_HHH
BSU_21510	224308.BSU21510	7.69e-73	218.0	2EAKH@1|root,33B0A@2|Bacteria,1UPV4@1239|Firmicutes,4IVBD@91061|Bacilli,1ZSK7@1386|Bacillus	2|Bacteria	S	YolD-like protein	-	-	-	-	-	-	-	-	-	-	-	-	YolD
BSU_21520	224308.BSU18960	1.42e-55	175.0	291HX@1|root,2ZP4F@2|Bacteria,1W3P9@1239|Firmicutes,4I063@91061|Bacilli,1ZKG0@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21550	224308.BSU21550	5.26e-128	363.0	COG1670@1|root,COG1670@2|Bacteria,1UUXI@1239|Firmicutes,4I685@91061|Bacilli,1ZHU0@1386|Bacillus	2|Bacteria	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
BSU_21560	224308.BSU21560	5.38e-142	400.0	2DP6N@1|root,330S4@2|Bacteria,1V63A@1239|Firmicutes,4HICJ@91061|Bacilli,1ZHUQ@1386|Bacillus	2|Bacteria	S	SMI1 / KNR4 family	yokK	-	-	-	-	-	-	-	-	-	-	-	SMI1_KNR4,SUKH_6
BSU_21570	224308.BSU21570	3.78e-122	347.0	28MM1@1|root,2ZAX0@2|Bacteria,1TS5V@1239|Firmicutes,4HB71@91061|Bacilli,1ZFYQ@1386|Bacillus	2|Bacteria	S	SMI1 / KNR4 family (SUKH-1)	yokJ	-	-	ko:K21490	-	-	-	-	ko00000,ko02048	-	-	-	SMI1_KNR4
BSU_21580	224308.BSU21580	0.0	1061.0	COG5444@1|root,COG5444@2|Bacteria	2|Bacteria	UW	nuclease activity	-	-	-	ko:K21487,ko:K21489,ko:K21491,ko:K21493	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	LHH,LXG,PT-TG
BSU_21590	224308.BSU21590	2.79e-136	385.0	COG4282@1|root,COG4282@2|Bacteria,1W2DK@1239|Firmicutes,4I1HJ@91061|Bacilli,1ZHYP@1386|Bacillus	2|Bacteria	G	SMI1 / KNR4 family	yokH	-	-	-	-	-	-	-	-	-	-	-	SMI1_KNR4,SUFU,TPR_12,TPR_2,TPR_8
BSU_21598	649747.HMPREF0083_01138	8.8e-26	101.0	COG3464@1|root,COG3464@2|Bacteria,1TQ93@1239|Firmicutes,4HDNZ@91061|Bacilli,27509@186822|Paenibacillaceae	2|Bacteria	L	Helix-turn-helix domain of transposase family ISL3	tnpA1	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3
BSU_21599	1461580.CCAS010000039_gene3186	1.19e-11	62.0	COG3464@1|root,COG3464@2|Bacteria,1TQ93@1239|Firmicutes,4HDNZ@91061|Bacilli,1ZQF8@1386|Bacillus	2|Bacteria	L	Transposase	tnpA1	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3
BSU_21600	224308.BSU21600	5.27e-261	714.0	2AKQD@1|root,31BH4@2|Bacteria,1UCTS@1239|Firmicutes,4IP9Z@91061|Bacilli,1ZPKS@1386|Bacillus	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21610	224308.BSU21610	5.15e-178	499.0	COG1525@1|root,COG1525@2|Bacteria,1V46V@1239|Firmicutes,4HHJ1@91061|Bacilli,1ZQ6S@1386|Bacillus	2|Bacteria	L	RNA catabolic process	yokF	GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575	3.1.31.1	ko:K01174	-	-	-	-	ko00000,ko01000	-	-	-	Excalibur,SNase
BSU_21620	224308.BSU21620	6.83e-109	313.0	29SU6@1|root,30E09@2|Bacteria,1UBYK@1239|Firmicutes,4INED@91061|Bacilli,1ZNCK@1386|Bacillus	2|Bacteria	S	Bacterial PH domain	-	-	-	-	-	-	-	-	-	-	-	-	bPH_3
BSU_21630	224308.BSU21630	8.79e-199	550.0	COG2746@1|root,COG2746@2|Bacteria,1V2QD@1239|Firmicutes,4HE0G@91061|Bacilli,1ZC4K@1386|Bacillus	2|Bacteria	V	aminoglycoside	yokD	-	2.3.1.81	ko:K00662	-	-	-	-	ko00000,ko01000,ko01504	-	-	-	Antibiotic_NAT
BSU_21640	224308.BSU21640	5.1e-123	350.0	2DK7D@1|root,32UEH@2|Bacteria,1VBDE@1239|Firmicutes,4HNEG@91061|Bacilli	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21650	224308.BSU21650	4.93e-153	431.0	294YP@1|root,2ZSBK@2|Bacteria,1W5DI@1239|Firmicutes,4I18Z@91061|Bacilli	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21660	224308.BSU21660	0.0	1052.0	COG1961@1|root,COG1961@2|Bacteria,1TP0S@1239|Firmicutes,4HBMH@91061|Bacilli,1ZQD3@1386|Bacillus	2|Bacteria	L	Recombinase	yokA	GO:0000150,GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140097,GO:1901360	-	-	-	-	-	-	-	-	-	-	Recombinase,Resolvase,Zn_ribbon_recom
BSU_21670	326423.RBAM_019840	2.16e-124	356.0	COG1086@1|root,COG1086@2|Bacteria,1TR3W@1239|Firmicutes,4HAER@91061|Bacilli,1ZB9K@1386|Bacillus	2|Bacteria	GM	Polysaccharide biosynthesis protein	capD	-	4.2.1.115	ko:K15894,ko:K19421	ko00520,map00520	-	R09697	RC02609	ko00000,ko00001,ko01000	-	-	-	CoA_binding_3,Polysacc_synt_2
BSU_21680	224308.BSU21680	3.52e-105	303.0	COG0229@1|root,COG0229@2|Bacteria,1UPN0@1239|Firmicutes,4HGWN@91061|Bacilli,1ZFQG@1386|Bacillus	2|Bacteria	O	peptide methionine sulfoxide reductase	msrB	-	1.8.4.11,1.8.4.12	ko:K07304,ko:K07305,ko:K12267	-	-	-	-	ko00000,ko01000	-	-	-	PMSR,SelR
BSU_21690	224308.BSU21690	8.41e-134	378.0	COG0225@1|root,COG0225@2|Bacteria,1TQ3E@1239|Firmicutes,4HAIV@91061|Bacilli,1ZCC5@1386|Bacillus	2|Bacteria	O	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	msrA	-	1.8.4.11,1.8.4.12	ko:K07304,ko:K12267	-	-	-	-	ko00000,ko01000	-	-	-	PMSR,SelR
BSU_21700	224308.BSU21700	1.69e-93	273.0	COG1846@1|root,COG1846@2|Bacteria,1V3P7@1239|Firmicutes,4HPNY@91061|Bacilli,1ZHZC@1386|Bacillus	2|Bacteria	K	transcriptional	ypoP	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044212,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	MarR
BSU_21710	224308.BSU21710	3.49e-290	796.0	COG0534@1|root,COG0534@2|Bacteria,1TNZN@1239|Firmicutes,4HANM@91061|Bacilli,1ZEAW@1386|Bacillus	2|Bacteria	V	MATE efflux family protein	mepA_10	-	-	-	-	-	-	-	-	-	-	-	MatE
BSU_21720	224308.BSU21720	2.13e-40	133.0	29RUY@1|root,30CYZ@2|Bacteria,1UAK7@1239|Firmicutes,4IKYV@91061|Bacilli,1ZIEX@1386|Bacillus	2|Bacteria	S	Uncharacterized ympT	ypmT	-	-	-	-	-	-	-	-	-	-	-	ypmT
BSU_21730	224308.BSU21730	6.8e-129	366.0	COG4698@1|root,COG4698@2|Bacteria,1VF0K@1239|Firmicutes,4HIYN@91061|Bacilli,1ZF26@1386|Bacillus	2|Bacteria	S	protein conserved in bacteria	ypmS	-	-	-	-	-	-	-	-	-	-	-	DUF2140
BSU_21740	224308.BSU21740	5.21e-178	496.0	COG2755@1|root,COG2755@2|Bacteria,1V1HR@1239|Firmicutes,4HDXS@91061|Bacilli,1ZRET@1386|Bacillus	2|Bacteria	E	GDSL-like Lipase/Acylhydrolase	ypmR	GO:0003674,GO:0003824,GO:0004620,GO:0004622,GO:0006629,GO:0008150,GO:0008152,GO:0009056,GO:0016042,GO:0016298,GO:0016787,GO:0016788,GO:0044238,GO:0052689,GO:0071704,GO:1901575	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
BSU_21750	224308.BSU21750	2.77e-140	395.0	COG1999@1|root,COG1999@2|Bacteria,1V03J@1239|Firmicutes,4HET3@91061|Bacilli,1ZFJQ@1386|Bacillus	2|Bacteria	S	protein SCO1 SenC PrrC, involved in biogenesis of respiratory and photosynthetic systems	ypmQ	-	-	ko:K07152,ko:K08976	-	-	-	-	ko00000,ko03029	-	-	-	SCO1-SenC
BSU_21760	224308.BSU21760	3.66e-54	169.0	2E2C2@1|root,32XH4@2|Bacteria,1VDJY@1239|Firmicutes,4HMBA@91061|Bacilli,1ZIXP@1386|Bacillus	2|Bacteria	S	Protein of unknown function (DUF2535)	ypmP	-	-	-	-	-	-	-	-	-	-	-	DUF2535
BSU_21770	224308.BSU21770	3.64e-310	844.0	COG1171@1|root,COG1171@2|Bacteria,1TP22@1239|Firmicutes,4H9NK@91061|Bacilli,1ZBM0@1386|Bacillus	2|Bacteria	E	Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA	ilvA	GO:0006082,GO:0006520,GO:0006566,GO:0006807,GO:0008150,GO:0008152,GO:0009066,GO:0009987,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0071704,GO:1901564,GO:1901605	4.3.1.19	ko:K01754	ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230	M00570	R00220,R00996	RC00418,RC02600	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP,Thr_dehydrat_C
